,Rating,Review title,Review
934,4,Good but not awesome,I've been using this product from last 3 months. The main problem is some unfinished stitches came out while carrying
935,4,Value for money,"Quite good acc to the price, botlle holder net should have improved..rest is okYou can consider it.."
936,4,Delicate side pockets,The only disadvantage is the side pockets were very delicate
937,5,Very nice and good 👍 looking,For office use
938,2,Bad product,"Very bad product at all, I wonder why this marked as amazone's choice !"
939,3,Bag material is not strong,Bag quality is not as good as the price it come with
940,4,Very good product,Very good product must by it it is very lightweight for children to carry
941,1,Poor quality,Bag quality was very poor. Looking like a copy of American tourister bag.
942,3,Not very good quality,Not very good quality
943,1,Not an original product and brand,Pathetic quality.
944,5,Nice,Nice Bag
945,1,It's not at all,It's not as good as it shown poor quality
946,4,Best budget quality bag for traveling,Best travel bag with easy handling and light wait. Its worth to buy American tourister...
947,5,Excellent,Good product
948,5,Perfect,Good quality & comfortable. Great for school
949,3,Sticker,The design is a sort of sticker which started coming off very soon
950,1,"Bad Quality, defective product",I Dislike product because i receive defected product. And customer care deney to replace.
951,2,Average,Average
952,5,Good,Nice for travel use
953,4,Good quality,Good quality n light weightI m full satisfy for amazon shooping
954,5,This is best Traveling bag simply I think.,This is the best traveling bag.we can go anywhere simply is this using durability and compatibility..Lots of space
955,5,Good,Simply super.....
956,5,Superb,Nice Product
957,4,Good Product,Good Product
958,5,Like it👌👌,Best quality
959,5,Can buy,Value for money
960,3,Average,Average product
961,2,"There is no laptop pouch, but overall ok product","There is no laptop pouch, but overall ok product"
962,5,Good,Good
963,3,Good product,The product is good in all condition but after 4 months of use its colour become very dull
964,1,Damagable,Poor quality
965,3,Average,"Seems to be good, but you can go for other varieties of same brand, as this seems to be cheap"
966,1,Do not buy,Not durable. Front side Printed not coloured material. So it damaging and coming wrinkles on print.
967,3,Recommend but not recommend,Not very stylishBut has a great amount of space
968,1,Exchange for product,"Bag is of very poor quality. It's half torn, only used for 15 days. Can I exchange this product? It doesn't seem like original american tourister. Worst experience"
969,4,Base should be hard,Base should be hard so bag becomes stable
970,3,quality is different in retail shop. quality is low online product.,quality is different in retail shop. quality is low online product.
971,2,Not recommended for School,Not suitable for a school bag.
972,3,Okok,Good product but doesn't come with laptop safety
973,5,Good product,"Good quality, valued for money(I bought it for 8,99)Nicely packed"
974,1,Bad customer service,The product doesn't match with the images shown in description.Don't scam people.
975,2,Average,"Bag Material is light weight...but it is average . Not according to such a big brand. No laptop space ,not so durable.looks is good"
976,4,Value for money,"Good product, still using 3 year after"
977,5,Highly recommended ❤️,I really loved this bag. It looks super stylish and comfortable. Really just buy it I highly recommend this product.
978,5,Amazon is amazing!,Worth the price!! amazing quality!!
979,5,Worth for money,Excellent product.
980,2,Unsatisfied Quality,"I thought the quality would be great, but it isn't, no value for money"
981,3,Not good enough,Is not good enough as shown in image
982,5,Supper,Nice product
983,5,Good,Good
984,3,I have a decent bag 🤣,It looks good and very light in weight
985,5,Perfect,"Comfortable, looks good."
986,4,Good,Not for school goers...tends to tear...
987,5,Very useful,Nice product
988,5,I love this bag ❤,I like this because it very good water resistant and light weightI love the design also
989,3,No laptop sectio,Should provide laptop section.
990,5,I Am impressed,I Am impressed with American tourist bag I am using 2 months and very very good thanks to America tourist and Amazon service best service thanks to amezon.
991,1,Want to Give 0 star but not an option,No usage of this small and no laptop portion at this price...
992,5,Comfort for travel,I think that this bag is specially for travel because it has many storage capacity and it is light weight also love this product
993,5,Durable at best price,Excellent quality. Can bear two laptops at a go
994,3,Must buy,I like my new bag . Must buy this bag I got in Rs.849/-. One think I like to mention on a warranty card stamp and date not mentioned.
995,1,This bag is copy & total waste of money the quality of product is low,This bag is copy & total waste of money the quality of product is low
996,4,Nice bag,"Light weight, spacious, waterproof and has a water bottle pocket. Perfect school bag. Not for laptops."
997,5,super,super i used last one month very nice bag
998,4,Great,Great
999,2,Not bad,Not bad
1000,1,Used  Product  received,Used Product  received
1001,5,Best product for price,Best product for price
1002,3,Not quite up to the mark,Started tearing away within 3 months of use as a school bag for an 8th grader. Expected more from the AT brand
1003,4,Please enter your headline,"You could mention ""water resistance"", ""for travelling"" and ""light weight""."
1004,5,100 % satisfied,Really great
1005,3,Quality not better,Durability not this product and not water resistance
1006,5,value of money,nice bag
1007,5,Light weight,Best one
1008,4,Nice,Good product
1009,4,Go for it,Nica bag affordable price
1010,1,Poor quality,Very poor quality. Waste product like a duplicate American tourister
1011,5,Nice bag,I love this bag .It's  colour was  nice and stylish .😍😍
1012,5,Best on budget,The bag is quite good and durableI have been using this from a long time nice quality!!Value for money
1013,5,Travellers should definitely buy this bad,"There's many side pocket inside and out. So, theres many things that yoy can put thers,so this is one of the main important thing for travellers"
1014,5,Nice bag,Good for ofc gng purpose alap
1015,1,Quality is not good,The quality of material and zip is not good.
1016,5,Good for teenagers,This is a good bag for going to school and not for traveling
1017,3,Not bad,Not so bad at this amount of money. You can go for it.
1018,1,Not good quality  product,Dameged products  . Not good quality product
1019,5,looking good. with American tourister logo,"Very nice Bag awesome, light wait and strong"
1020,5,👍👍👍,Very spacious and light weight. A best keep.
1021,1,Very poor quality stitching,Stitches are torn out in few days. Very bad quality.
1022,5,Happy customer,Good product at a cheaper rate.. The bag is vry light weighted nd easy to handle.. Its got huge space in terms of litres..
1023,5,....,Go for it blindly without hesitation it will be good more than you expectation
